Clip_ID,entropy_mean,entropy_sd,roughness_mean,HNR_mean,HNRVoiced_mean,CPP,pitch_mean,pitch_sd,scog_mean,scog_sd,Duration,Embed 1,Embed 2,Rating,cluster
100c.wav,0.0919470408257441,0.0445145577891019,27.2180363421023,0.403868033517259,4.55890362160925,17.8264417606011,157.394940665589,85.3407022290657,737.01852112078,519.431827788309,1.86367346938775,7.7720485,3.8515549,1.36,Cluster 5
101c.wav,0.0918347764219421,0.0355733747569655,22.1630961473519,4.90781716452595,7.5041660445658,14.3519853603603,278.54614205598,101.727893888149,697.685981540331,583.348913353138,2.66448979591836,5.3937635,0.5478307,2.737864077669903,Cluster 5
102c.wav,0.0905918850898287,0.039513303470886,23.977231595365,2.64368644798277,7.6429766673766,14.8156111929307,334.256951993599,66.230819226121,1708.16337622036,1593.25098539087,3.39591836734693,-1.4638628,3.2979486,3.4270833333333335,Cluster 4
103c.wav,0.098486571820902,0.0478684801154265,19.5935772220325,12.4721412921843,12.452399540791,14.8414141584396,313.055577900096,57.3726166490896,1084.89738644931,708.498029040035,4.1534693877551,0.58197314,-6.835349,3.2209302325581395,Cluster 3
104c.wav,0.109808156699134,0.0754504993820233,25.4312537263773,3.2165146932061,6.49714840230122,14.6676932543299,355.085990481253,79.9811931152828,1782.18520930601,1589.91063609827,2.19428571428571,-2.331583,2.924759,2.247787610619469,Cluster 4
105c.wav,0.0496159922470252,0.0506514386312756,25.5095907273189,-1.0143357970394,4.25774093056791,14.9744389817333,201.978511289543,103.966336033129,990.188135466409,681.394895086968,5.14612244897959,7.341289,5.082339,3.1607142857142856,Cluster 5
106c.wav,0.0306496118415917,0.0224599856949144,25.9192530249681,9.55290374799391,9.80666070708048,13.2071932105453,220.777685982715,80.801767687993,271.929664400682,170.443092637479,2.76897959183673,7.0057883,0.6260808,1.6666666666666667,Cluster 5
107c.wav,0.0729384129496989,0.0493413369938458,25.9288503544492,5.13847945144116,6.17134015129941,13.7153556675062,381.372031941381,88.3869919161824,1212.5510111149,801.657983973472,3.97061224489795,1.4732935,3.5041575,2.8790697674418606,Cluster 1
10c.wav,0.0394844524740448,0.0354652032822792,23.3803581456495,4.55062493764694,8.14390198718412,14.2058629291183,323.160139045135,77.8270419714288,829.338231181388,526.684879852578,4.04897959183673,3.261782,1.8297235,2.7096774193548385,Cluster 1
110c.wav,0.212020582472368,0.0832810912209575,20.3354377088363,7.33978590426628,8.12774511617465,13.5912182672934,338.988271157342,67.912870690546,1140.75803445041,911.561750169962,1.48897959183673,5.0771313,-4.8510685,2.6,Cluster 2
111c.wav,0.0625724757788163,0.0283198506237534,22.466415188127,4.55247315810344,7.84309706113366,14.7889046403712,328.071496958009,100.425939521027,1504.55996189058,1017.96200151335,4.31020408163265,1.7099552,1.1546496,3.783333333333333,Cluster 1
112c.wav,0.0567432901986719,0.0344086864757734,26.9643039096419,0.0553044009009059,5.60261812180973,15.4753105625717,360.871150108495,28.6051777754892,1824.7814193765,1401.26000345807,1.74274376417233,-0.7508638,5.7774334,2.8840579710144927,Cluster 4
